timestamp,coordinates,altitude,data_type,speed,motion,battery_level,battery_state,accuracy,wifi,timezone
1563921069.0,"4.361544270072469,52.01029281136767",2,Point,1,None,0.35,unplugged,"10,4",VlinderGR,Z
1563921092.0,"4.3616562522988405,52.01024122075365",1,Point,1,None,0.31,unplugged,"10,4",VlinderGR,Z
1563921113.0,"4.361735712740907,52.010187744211414",1,Point,1,None,0.3,unplugged,"10,4",VlinderGR,Z
1563921126.0,"4.361731437970289,52.010268587667504",2,Point,1,None,0.3,unplugged,"10,4",VlinderGR,Z
1563921344.0,"4.361599674452433,52.010273532990375",4,Point,0,None,0.3,unplugged,"10,4",VlinderGR,Z
1563921373.0,"4.361701514575967,52.010327260989705",1,Point,1,None,0.3,unplugged,"10,4",VlinderGR,Z
1563921379.0,"4.3618417438160275,52.010329691741624",2,Point,1,None,0.3,unplugged,"10,4",VlinderGR,Z
1563921571.0,"4.361301530156621,52.010211213540295",6,Point,1,walking,0.3,unplugged,"10,4",VlinderGR,Z
1563921595.0,"4.360811607916244,52.01003875588254",5,Point,2,walking,0.3,unplugged,"10,3",,Z
1563921618.0,"4.360971534628757,52.00970205483214",6,Point,2,walking,0.3,unplugged,"10,3",,Z
1563921646.0,"4.361172029752621,52.009373484227815",5,Point,1,walking,0.3,unplugged,"10,3",,Z
1563921670.0,"4.361351402480492,52.00903200549261",4,Point,0,walking,0.3,unplugged,"10,3",,Z
1563921694.0,"4.361491631720551,52.00868662917242",4,Point,2,walking,0.3,unplugged,"10,3",,Z
1563922168.0,"4.361550975595006,52.00837461282686",0,Point,0,walking,0.3,unplugged,"10,3",,Z
1563922924.0,"4.361836882312188,52.008287985857585",0,Point,0,walking,0.3,unplugged,"10,4",,Z
1563922926.0,"4.361762618650087,52.008315101314345",-1,Point,0,stationary,0.3,unplugged,"10,4",,Z
1563922935.0,"4.361739233140239,52.008399087984124",0,Point,0,None,0.3,unplugged,"10,4",,Z
1563922942.0,"4.361649295319208,52.00846886732803",0,Point,0,None,0.3,unplugged,"10,4",,Z
1563922969.0,"4.361722134057769,52.0083926758282",-1,Point,1,None,0.3,unplugged,"10,4",,Z
1563922976.0,"4.361702520404347,52.00832201638446",-1,Point,0,None,0.3,unplugged,"10,4",,Z
1563922988.0,"4.3616918753873195,52.008232455749074",-1,Point,1,None,0.3,unplugged,"10,4",,Z
